id:,name,englishName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,massValue,massExponent,volValue,volExponent,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,aroundPlanet,discoveredBy,discoveryDate,alternativeName,axialTilt,avgTemp,mainAnomaly,argPeriapsis,longAscNode
s2004s26,S/2004 S 26,S/2004 S 26,FALSE,26737800,0,0,0.148,171.3,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 26,0,0,0,0,0
s2004s27,S/2004 S 27,S/2004 S 27,FALSE,19776700,0,0,0.12,167.1,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 27,0,0,0,0,0
s2004s28,S/2004 S 28,S/2004 S 28,FALSE,21791300,0,0,0.133,171,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 28,0,0,0,0,0
s2004s29,S/2004 S 29,S/2004 S 29,FALSE,17470700,0,0,0.472,44.43,0,1,0,1,0,0,0,2,0,0,0,,858.77,0,saturne,S. Sheppard,2004,S/2004 S 29,0,0,0,0,0
s2004s30,S/2004 S 30,S/2004 S 30,FALSE,20424000,0,0,0.113,156.3,0,1,0,1,0,0,0,1.5,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 30,0,0,0,0,0
s2004s31,S/2004 S 31,S/2004 S 31,FALSE,17402800,0,0,0.242,48.11,0,1,0,1,0,0,0,2,0,0,0,,853.8,0,saturne,S. Sheppard,2004,S/2004 S 31,0,0,0,0,0
s2004s32,S/2004 S 32,S/2004 S 32,FALSE,21564200,0,0,0.262,158.5,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 32,0,0,0,0,0
s2004s33,S/2004 S 33,S/2004 S 33,FALSE,23764800,0,0,0.417,161.5,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 33,0,0,0,0,0
s2004s34,S/2004 S 34,S/2004 S 34,FALSE,24358900,0,0,0.267,165.7,0,1,0,1,0,0,0,1.5,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 34,0,0,0,0,0
s2004s35,S/2004 S 35,S/2004 S 35,FALSE,21953200,0,0,0.182,176.4,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 35,0,0,0,0,0
s2004s36,S/2004 S 36,S/2004 S 36,FALSE,23698700,0,0,0.667,147.6,0,1,0,1,0,0,0,1.5,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 36,0,0,0,0,0
s2004s37,S/2004 S 37,S/2004 S 37,FALSE,16003300,0,0,0.506,164,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 37,0,0,0,0,0
s2004s38,S/2004 S 38,S/2004 S 38,FALSE,23006200,0,0,0.381,155,0,1,0,1,0,0,0,2,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 38,0,0,0,0,0
s2004s39,S/2004 S 39,S/2004 S 39,FALSE,22790400,0,0,0.081,167.6,0,1,0,1,0,0,0,1,0,0,0,,0,0,saturne,S. Sheppard,2004,S/2004 S 39,0,0,0,0,0
c2020f3-neowise,C/2020 F3 (NEOWISE),C/2020 F3 (NEOWISE),FALSE,40690620830,0,0,0.99921,128.93,0,1,0,1,0,0,0,0,0,0,0,,6800,0,null,Wide-Field Infrared Survey Explorer,27/03/2020,C/2020 F3,0,0,0,0,0
